
央视,#genre#
CCTV5体育,https://smart.pendy.dpdns.org/Smart.php?id=cctv5$LR•IPV4•21『线路13』
CCTV5体育,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100$LR•IPV4•21『线路14』
CCTV5体育,http://fm1077.serv00.net/Smart.php?id=cctv5$LR•IPV4•21『线路15』
CCTV5体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV6•21『线路16』
CCTV5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$LR•IPV6•21『线路17』
CCTV5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8$LR•IPV6•21『线路18』
CCTV5体育,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV6•21『线路19』
CCTV5体育,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8$LR•IPV6•21『线路20』
CCTV5体育,https://live.chinacert.cftest5.cn/mg/?id=641886683$LR•IPV4•21『线路21』
CCTV5+体育赛事,http://112.27.235.94:8000/hls/6/index.m3u8$LR•IPV4•19『线路1』
CCTV5+体育赛事,http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•19『线路2』
CCTV5+体育赛事,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8$LR•IPV4•19『线路3』
CCTV5+体育赛事,http://www.douzhicloud.site:35455/gaoma/cctv5p.m3u8$LR•IPV4•19『线路4』
CCTV5+体育赛事,http://120.76.248.139/live/bfgd/4200000246.m3u8$LR•IPV4•19『线路5』
CCTV5+体育赛事,http://222.169.85.8:9901/tsfile/live/0116_1.m3u8$LR•IPV4•19『线路6』
CCTV5+体育赛事,http://cssbyd.imwork.net:8082/hls/6/index.m3u8$LR•IPV4•19『线路7』
CCTV5+体育赛事,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225603$LR•IPV4•19『线路8』
CCTV5+体育赛事,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2$LR•IPV4•19『线路9』
CCTV5+体育赛事,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus$LR•IPV4•19『线路10』
CCTV5+体育赛事,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227348/index.m3u8$LR•IPV4•19『线路11』
CCTV5+体育赛事,https://www.freetv.top/migu/641886773.m3u8?migutoken=d7396c05a877872a7519b5df4582a7a4bdf13c82d09889e561f50d0035f006d199741b00d465e4e41b0f706bccfe3420f5d427961e7698ad2a8b8d82d9d320a827310f6c8a7d1c8f203c91b392$LR•IPV4•19『线路12』
CCTV5+体育赛事,https://www.freetv.top/migu/641886773.m3u8?migutoken=408252ae4ee84d4533a52e87dc35e108f3557992d0837a3c98af9093fccdb78373328e743136467868d2125b1fa35c3f4d576327db5e3ec96ec3108e28e950fb462f2dc81da44be8ae43ebe0ce$LR•IPV4•19『线路13』
CCTV5+体育赛事,http://fm1077.serv00.net/Smart.php?id=cctv5plus$LR•IPV4•19『线路14』
CCTV5+体育赛事,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8$LR•IPV6•19『线路15』
CCTV5+体育赛事,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$LR•IPV6•19『线路16』
CCTV5+体育赛事,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8$LR•IPV6•19『线路17』
CCTV5+体育赛事,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226349/1.m3u8$LR•IPV6•19『线路18』
CCTV5+体育赛事,https://live.chinacert.cftest5.cn/mg/?id=641886773$LR•IPV4•19『线路19』
CCTV5,http://112.27.235.94:8000/hls/5/index.m3u8$LR•IPV4•9『线路1』
CCTV5,http://113.26.202.52:1299/tsfile/live/0005_1.m3u8$LR•IPV4•9『线路2』
CCTV5,http://genglei.8866.org:9901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•9『线路3』
CCTV5,http://101.35.240.114:88/live.php?id=CCTV5$LR•IPV4•9『线路4』
CCTV5,http://58.57.40.22:9901/tsfile/live/1004_1.m3u8$LR•IPV4•9『线路5』
CCTV5,https://tvpull.careryun.com/live/2fe3f8cc14c276a4d713fd6b9842e787.m3u8?txSecret=2ad58f18cd715554961a95bc236e6838&txTime=68f4d9d8$LR•IPV4•9『线路6』
CCTV5,http://iptv.huuc.edu.cn/hls/cctv5hd.m3u8$LR•IPV4•9『线路7』
CCTV5,http://ygbh.site/php/bfgd.php?id=064$LR•IPV4•9『线路8』
CCTV5,http://39.135.133.134/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$LR•IPV4•9『线路9』
CCTV5+,http://112.27.235.94:8000/hls/6/index.m3u8$LR•IPV4•7『线路1』
CCTV5+,http://183.215.134.239:19901/tsfile/live/0005_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•7『线路2』
CCTV5+,http://148.135.93.213/live.php?id=CCTV5p$LR•IPV4•7『线路3』
CCTV5+,http://58.57.40.22:9901/tsfile/live/1005_1.m3u8$LR•IPV4•7『线路4』
CCTV5+,http://www.dsk.cc/php/bfgd.php?id=cctv5p&m.m3u8$LR•IPV4•7『线路5』
CCTV5+,http://ygbh.site/php/bfgd.php?id=246$LR•IPV4•7『线路6』
CCTV5+,http://39.134.65.71/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$LR•IPV4•7『线路7』
CCTV-5体育,http://183.222.242.31:8088/hls/5/index.m3u8$LR•IPV4•8『线路1』
CCTV-5体育,https://live.mxdyeah.top/live.php?id=cctv5HD$LR•IPV4•8『线路2』
CCTV-5体育,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221225734/index.m3u8$LR•IPV6•8『线路3』
CCTV-5体育,http://120.40.39.246:352/newlive/live/hls/5/live.m3u8$LR•IPV4•8『线路4』
CCTV-5体育,http://sh.lnott.top:880/dx05.m3u8$LR•IPV4•8『线路5』
CCTV-5体育,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv5HD/__op/default/__f/index.m3u8$LR•IPV4•8『线路6』
CCTV-5体育,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226469/1.m3u8?$LR•IPV6•8『线路7』
CCTV-5体育,http://112.6.239.227:8207/hls/5/index.m3u8$LR•IPV4•8『线路8』
CCTV-5+赛事,http://183.222.242.31:8088/hls/16/index.m3u8$LR•IPV4•6『线路1』
CCTV-5+赛事,https://live.mxdyeah.top/live.php?id=cctv5SportHD$LR•IPV4•6『线路2』
CCTV-5+赛事,http://120.40.39.246:352/newlive/live/hls/6/live.m3u8$LR•IPV4•6『线路3』
CCTV-5+赛事,http://sh.lnott.top:880/dx16.m3u8$LR•IPV4•6『线路4』
CCTV-5+赛事,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv5SportHD/__op/default/__f/index.m3u8$LR•IPV4•6『线路5』
CCTV-5+赛事,https://piccpndali.v.myalicdn.com/audio/cctv5plus_2.m3u8$LR•IPV4•6『线路6』
CCTV-5+体育赛事,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226894/1.m3u8?$LR•IPV6•2『线路1』
CCTV-5+体育赛事,http://112.6.239.227:8207/hls/6/index.m3u8$LR•IPV4•2『线路2』
CCTV-5,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226019$LR•IPV4•15『线路1』
CCTV-5,https://smart.pendy.dpdns.org/Smart.php?id=cctv5$LR•IPV4•15『线路2』
CCTV-5,https://ldcctvwbcdks.v.kcdnvip.com/ldcctvwbcd/cdrmldcctv5plus_1/index.m3u8?b=200-2100$LR•IPV4•15『线路3』
CCTV-5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226019/index.m3u8$LR•IPV6•15『线路4』
CCTV-5,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$LR•IPV6•15『线路5』
CCTV-5,http://nas.suntao.online:35455/itv/1000000005000265005.m3u8?cdn=ystenlive$LR•IPV4•15『线路6』
CCTV-5,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5hdnew/1200/index.m3u8?msisdn=20251007080100afc5adcd702e4a49af1ee2f2983f7454&mdspid=&spid=699004&netType=0&sid=5500516171&pid=2028597139&timestamp=20251007080100&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=641886683&ParentNodeID=-99&assertID=5500516171&client_ip=106.13.250.90&SecurityKey=20251007080100&promotionId=&mvid=5102048712&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=e763ee208378aa86f4bfd31ef778945f&ddCalcu=fe57e4609318e07e72f0e81337d8faba48f6$LR•IPV4•15『线路7』
CCTV-5,https://migu.188766.xyz/?migutoken=3c07c9c12a9b30c4d024686b57d80d4a&id=CCTV5&type=yy$LR•IPV4•15『线路8』
CCTV-5,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226469/1.m3u8$LR•IPV6•15『线路9』
CCTV-5,https://www.freetv.top/migu/641886683.m3u8?migutoken=3e5c01f93922de8d1c940fe15bb47349b27e8f7a2e624dde1a83dff3b2a80f58b7624151a3a4d00488edee34f202818557340903382fae02bb754084eb942bd50e59061df36fab62fb5b908903$LR•IPV4•15『线路10』
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV6•15『线路11』
CCTV-5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226019/index.m3u8$LR•IPV6•15『线路12』
CCTV-5,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226019/index.m3u8$LR•IPV6•15『线路13』
CCTV-5,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226019/index.m3u8$LR•IPV6•15『线路14』
CCTV-5,https://zby.130519.xyz/PLTV/11/224/3221225734/index.m3u8$LR•IPV4•15『线路15』
CCTV-5+,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225603$LR•IPV4•15『线路1』
CCTV-5+,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221225603/index.m3u8$LR•IPV6•15『线路2』
CCTV-5+,https://smart.pendy.dpdns.org/Smart.php?id=cctv5plus$LR•IPV4•15『线路3』
CCTV-5+,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225603/index.m3u8$LR•IPV6•15『线路4』
CCTV-5+,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226349/1.m3u8$LR•IPV6•15『线路5』
CCTV-5+,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227348/index.m3u8$LR•IPV4•15『线路6』
CCTV-5+,http://nas.suntao.online:35455/itv/6000000001000015875.m3u8?cdn=wasusyt$LR•IPV4•15『线路7』
CCTV-5+,http://hwrr.jx.chinamobile.com:8080/PLTV/88888888/224/3221225649/index.m3u8$LR•IPV4•15『线路8』
CCTV-5+,http://gslbmgsplive.miguvideo.com/wd_r2/cctv/cctv5plusnew/1200/index.m3u8?msisdn=2025100708010062573463e61142c9b352fa4c83ce1fb7&mdspid=&spid=699004&netType=0&sid=5500516288&pid=2028597139&timestamp=20251007080100&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=641886773&ParentNodeID=-99&assertID=5500516288&client_ip=106.13.250.90&SecurityKey=20251007080100&promotionId=&mvid=5102048803&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=0ff3d1cff81f408764734ac65b52f23b&ddCalcu=b03fe2f0f312d051bc5f6fc8a14f34704867$LR•IPV4•15『线路9』
CCTV-5+,https://hls-gateway.vpstv.net/streams/476888.m3u8$LR•IPV4•15『线路10』
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=03a1b82e35e58cd89a95034ecb29e77e50493397000ec2b1e4d1ce59af01e6420d6dbc068c8230ec03be3a35a20eed8714e0959e3570a08713a7a2e8d86085eabf8f1aa85744c80c38343988b2$LR•IPV4•15『线路11』
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225603/index.m3u8$LR•IPV6•15『线路12』
CCTV-5+,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225603/index.m3u8$LR•IPV6•15『线路13』
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=d7396c05a877872a7519b5df4582a7a4bdf13c82d09889e561f50d0035f006d199741b00d465e4e41b0f706bccfe3420f5d427961e7698ad2a8b8d82d9d320a827310f6c8a7d1c8f203c91b392$LR•IPV4•15『线路14』
CCTV-5+,https://www.freetv.top/migu/641886773.m3u8?migutoken=408252ae4ee84d4533a52e87dc35e108f3557992d0837a3c98af9093fccdb78373328e743136467868d2125b1fa35c3f4d576327db5e3ec96ec3108e28e950fb462f2dc81da44be8ae43ebe0ce$LR•IPV4•15『线路15』
CCTV-6 电影,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4•4『线路1』
CCTV-6 电影,http://218.13.14.6:60050/tsfile/live/1006_1.m3u8$LR•IPV4•4『线路2』
CCTV-6 电影,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001188/index.m3u8$LR•IPV6•4『线路3』
CCTV-6 电影,http://148.135.93.213:81/live.php?id=CCTV6$LR•IPV4•4『线路4』
CCTV6电影,http://112.27.235.94:8000/hls/7/index.m3u8$LR•IPV4•20『线路1』
CCTV6电影,http://61.156.228.12:8154/tsfile/live/0006_1.m3u8$LR•IPV4•20『线路2』
CCTV6电影,http://182.114.48.220:9901/tsfile/live/0006_1.m3u8?key=txiptv&playlive=1&authid=0$LR•IPV4•20『线路3』
CCTV6电影,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$LR•IPV4•20『线路4』
CCTV6电影,http://183.11.239.36:808/hls/94/index.m3u8$LR•IPV4•20『线路5』
CCTV6电影,http://120.76.248.139/live/bfgd/4200000065.m3u8$LR•IPV4•20『线路6』
CCTV6电影,https://piccpndali.v.myalicdn.com/audio/cctv6_2.m3u8$LR•IPV4•20『线路7』
CCTV6电影,http://182.150.23.74:808/hls/6/index.m3u8$LR•IPV4•20『线路8』
CCTV6电影,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226010$LR•IPV4•20『线路9』
CCTV6电影,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8$LR•IPV4•20『线路10』
CCTV6电影,https://smart.pendy.dpdns.org/Smart.php?id=cctv6$LR•IPV4•20『线路11』
CCTV6电影,http://fm1077.serv00.net/Smart.php?id=cctv6$LR•IPV4•20『线路12』
CCTV6电影,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV6•20『线路13』
CCTV6电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8$LR•IPV6•20『线路14』
CCTV6电影,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6•20『线路15』
CCTV6电影,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV6•20『线路16』
CCTV6电影,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$LR•IPV6•20『线路17』
CCTV6电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV6•20『线路18』
CCTV6电影,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$LR•IPV6•20『线路19』
CCTV6电影,https://live.chinacert.cftest5.cn/mg/?id=624878396$LR•IPV4•20『线路20』
CCTV6,http://112.27.235.94:8000/hls/7/index.m3u8$LR•IPV4•8『线路1』
CCTV6,http://61.156.228.12:8154/tsfile/live/0006_1.m3u8$LR•IPV4•8『线路2』
CCTV6,http://101.35.240.114:88/live.php?id=CCTV6$LR•IPV4•8『线路3』
CCTV6,http://58.57.40.22:9901/tsfile/live/1006_1.m3u8$LR•IPV4•8『线路4』
CCTV6,http://www.dsk.cc/php/bfgd.php?id=cctv6&m.m3u8$LR•IPV4•8『线路5』
CCTV6,http://iptv.huuc.edu.cn/hls/cctv6hd.m3u8$LR•IPV4•8『线路6』
CCTV6,http://ygbh.site/php/bfgd.php?id=065$LR•IPV4•8『线路7』
CCTV6,http://39.135.135.50/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV4•8『线路8』
CCTV-6电影,http://183.222.242.31:8088/hls/6/index.m3u8$LR•IPV4•9『线路1』
CCTV-6电影,https://live.mxdyeah.top/live.php?id=cctv6HD$LR•IPV4•9『线路2』
CCTV-6电影,http://[2409:8087:1e01:20::3]/PLTV/11/224/3221226148/index.m3u8$LR•IPV6•9『线路3』
CCTV-6电影,http://120.40.39.246:352/newlive/live/hls/7/live.m3u8$LR•IPV4•9『线路4』
CCTV-6电影,http://sh.lnott.top:880/dx06.m3u8$LR•IPV4•9『线路5』
CCTV-6电影,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv6HD/__op/default/__f/index.m3u8$LR•IPV4•9『线路6』
CCTV-6电影,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8?$LR•IPV6•9『线路7』
CCTV-6电影,http://8.138.7.223/tv/1905.php?id=LIVE3YPYZ30E7V1R0$LR•IPV4•9『线路8』
CCTV-6电影,http://112.6.239.227:8207/hls/7/index.m3u8$LR•IPV4•9『线路9』
CCTV-6,http://php.jdshipin.com/TVOD/hljyd.php?id=3221226010$LR•IPV4•15『线路1』
CCTV-6,http://gslbmgsplive.miguvideo.com/wd_r2/2018/ocn/cctv6hd/2000/index.m3u8?msisdn=20251007080100dc2a58fa6c85475da0c22fdfa6958b37&mdspid=&spid=699004&netType=0&sid=5500212872&pid=2028597139&timestamp=20251007080100&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=624878396&ParentNodeID=-99&assertID=5500212872&client_ip=106.13.250.90&SecurityKey=20251007080100&promotionId=&mvid=5100001694&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=31b0e034743e115c02020bc7d6da81cc&ddCalcu=c3c1e1b0804ae0d063d477c4b30e2101250c$LR•IPV4•15『线路2』
CCTV-6,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227325/index.m3u8$LR•IPV4•15『线路3』
CCTV-6,https://smart.pendy.dpdns.org/Smart.php?id=cctv6$LR•IPV4•15『线路4』
CCTV-6,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226468/1.m3u8$LR•IPV6•15『线路5』
CCTV-6,https://jzb.wwkejishe.top/?id=584$LR•IPV4•15『线路6』
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6•15『线路7』
CCTV-6,https://shyd.695847.xyz/cms001/ch00000090990000001188/index.m3u8?IASHttpSessionId=RR4967720251014100028031761&ispcode=12$LR•IPV4•15『线路8』
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221226010/index.m3u8$LR•IPV6•15『线路9』
CCTV-6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221226010/index.m3u8$LR•IPV6•15『线路10』
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV6•15『线路11』
CCTV-6,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$LR•IPV6•15『线路12』
CCTV-6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221226010/index.m3u8$LR•IPV6•15『线路13』
CCTV-6,http://[2409:8087:1a01:df::4077]:80/ottrrs.hl.chinamobile.com/yinhe/88888888/224/3221226010/index.m3u8$LR•IPV6•15『线路14』
CCTV-6,https://zby.130519.xyz/PLTV/11/224/3221225741/index.m3u8$LR•IPV4•15『线路15』
CCTV-7 国防军事,http://ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$LR•IPV4•4『线路1』
CCTV-7 国防军事,http://218.13.14.6:60050/tsfile/live/1007_1.m3u8$LR•IPV4•4『线路2』
CCTV-7 国防军事,http://[2409:8087:1e03:21::2]:6060/cms001/ch00000090990000001236/index.m3u8$LR•IPV6•4『线路3』
CCTV-7 国防军事,http://148.135.93.213:81/live.php?id=CCTV7$LR•IPV4•4『线路4』
CCTV7国防军事,http://112.27.235.94:8000/hls/8/index.m3u8$LR•IPV4•18『线路1』
CCTV7国防军事,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8$LR•IPV4•18『线路2』
CCTV7国防军事,http://8.138.7.223/【公众号：榴芒电视】/cctv7.m3u8$LR•IPV4•18『线路3』
CCTV7国防军事,http://183.11.239.36:808/hls/25/index.m3u8$LR•IPV4•18『线路4』
CCTV7国防军事,http://120.76.248.139/live/bfgd/4200000127.m3u8$LR•IPV4•18『线路5』
CCTV7国防军事,http://112.46.85.60:8009/hls/504/index.m3u8$LR•IPV4•18『线路6』
CCTV7国防军事,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225733$LR•IPV4•18『线路7』
CCTV7国防军事,http://goo.bkpcp.top/mg/CCTV7$LR•IPV4•18『线路8』
CCTV7国防军事,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8$LR•IPV4•18『线路9』
CCTV7国防军事,https://smart.pendy.dpdns.org/Smart.php?id=cctv7$LR•IPV4•18『线路10』
CCTV7国防军事,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227180/index.m3u8$LR•IPV4•18『线路11』
CCTV7国防军事,https://www.freetv.top/migu/673168121.m3u8?migutoken=44446ab398991313e6a822efdaec82f3b845a2e8f141c172aa857c477255724bbb28fc01d33f764c51106c446af1c57e8815b58822075b194f4cf55cde28fe55f54330d4586c92e75e8aa50a48$LR•IPV4•18『线路12』
CCTV7国防军事,http://fm1077.serv00.net/Smart.php?id=cctv7$LR•IPV4•18『线路13』
CCTV7国防军事,http://[2409:8087:1a0a:df::404b]/ottrrs.hl.chinamobile.com/TVOD/88888888/224/3221225733/index.m3u8$LR•IPV6•18『线路14』
CCTV7国防军事,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/8/3221225733/index.m3u8$LR•IPV6•18『线路15』
CCTV7国防军事,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226234/1.m3u8$LR•IPV6•18『线路16』
CCTV7国防军事,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$LR•IPV6•18『线路17』
CCTV7国防军事,https://live.chinacert.cftest5.cn/mg/?id=673168121$LR•IPV4•18『线路18』
CCTV7,http://112.27.235.94:8000/hls/8/index.m3u8$LR•IPV4•7『线路1』
CCTV7,http://148.135.93.213/live.php?id=CCTV7$LR•IPV4•7『线路2』
CCTV7,http://58.57.40.22:9901/tsfile/live/1007_1.m3u8$LR•IPV4•7『线路3』
CCTV7,http://www.dsk.cc/php/bfgd.php?id=cctv7&m.m3u8$LR•IPV4•7『线路4』
CCTV7,http://iptv.huuc.edu.cn/hls/cctv7hd.m3u8$LR•IPV4•7『线路5』
CCTV7,http://ygbh.site/php/bfgd.php?id=127$LR•IPV4•7『线路6』
CCTV7,http://39.135.135.87/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/index.m3u8$LR•IPV4•7『线路7』
CCTV-7军事,http://183.222.242.31:8088/hls/7/index.m3u8$LR•IPV4•5『线路1』
CCTV-7军事,https://live.mxdyeah.top/live.php?id=cctv7HD$LR•IPV4•5『线路2』
CCTV-7军事,http://120.40.39.246:352/newlive/live/hls/8/live.m3u8$LR•IPV4•5『线路3』
CCTV-7军事,http://sh.lnott.top:880/dx07.m3u8$LR•IPV4•5『线路4』
CCTV-7军事,http://43.152.25.114:80/tencent.live.cbncdn.cn/__cl/cg:live/__c/cctv7HD/__op/default/__f/index.m3u8$LR•IPV4•5『线路5』
CCTV-7国防军事,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8?$LR•IPV6•3『线路1』
CCTV-7国防军事,http://8.138.7.223/tv/cctv7.m3u8$LR•IPV4•3『线路2』
CCTV-7国防军事,http://112.6.239.227:8207/hls/8/index.m3u8$LR•IPV4•3『线路3』
CCTV-7,http://php.jdshipin.com/TVOD/hljyd.php?id=3221225733$LR•IPV4•15『线路1』
CCTV-7,http://goo.bkpcp.top/mg/CCTV7$LR•IPV4•15『线路2』
CCTV-7,http://gslbmgsplive.miguvideo.com/migu/kailu/20200324/cctv7hd/51/index.m3u8?msisdn=2025100708010068045b6f74474efcbeb4cd4b5cd76a88&mdspid=&spid=699004&netType=0&sid=5501083622&pid=2028597139&timestamp=20251007080100&Channel_ID=0116_2600000900-99000-201600010010027&ProgramID=673168121&ParentNodeID=-99&assertID=5501083622&client_ip=106.13.250.90&SecurityKey=20251007080100&promotionId=&mvid=5102910278&mcid=500020&playurlVersion=WX-A1-8.9.2-RELEASE&userid=&jmhm=&videocodec=h264&bean=mgspad&tid=android&conFee=0&puData=dcfa3c56ca9d2786f4f2591d1855cb81&ddCalcu=1d8cebf0ca35305c8516dc1a995d22f748f6$LR•IPV4•15『线路3』
CCTV-7,http://iptv.cdn.ha.chinamobile.com/PLTV/88888888/224/3221227180/index.m3u8$LR•IPV4•15『线路4』
CCTV-7,http://[2409:8087:8:21::18]:6610/otttv.bj.chinamobile.com/PLTV/88888888/224/3221226946/1.m3u8$LR•IPV6•15『线路5』
CCTV-7,http://[2409:8087:1a01:df::4077]/ottrrs.hl.chinamobile.com/PLTV/88888888/224/3221225733/1.m3u8?icpid=88888888&from=1&hms_devid=1012&vqe=3$LR•IPV6•15『线路6』
